fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
10.84621807,0.699587263,0.690418002,1.456900643,0.128522576,17.79270799,118.5020704,0.99522115,3.181471509,0.556547606,8.4,5.211438826
6.997914191,0.55474998,0.337550063,5.184071414,0.132198527,9.840419031,16.91415024,0.997675095,3.107287058,0.968593887,11.67987422,5.257130596
5.336905052,0.7702445,0.248663118,4.284037454,0.012424322,9.605365002,46.64028557,0.996835347,3.241629179,0.763726254,9.285254633,5.521041193
8.529083555,0.619935778,0.409598997,0.953141061,0.015262995,29.23962194,57.39936962,0.995334035,3.550590066,0.677756501,11.67972189,5.690548376
11.9075979,0.842131325,0.22247711,3.908650649,0.117841356,30.19102275,14.72632204,0.998041487,3.474519611,0.360030225,9.162022877,3.989200927
7.850574026,0.656303417,0.563636472,2.643273813,0.164117824,1.438843939,6,0.996641842,3.370407703,0.652606855,8.4,5.564051894
6.048430229,0.647731881,0.342389365,1.21364262,0.06328124,4.795382123,44.40594313,0.998549352,3.158930436,0.743588245,9.857904761,4.995722645
8.133287108,0.342450329,0.163124095,0.9,0.179936923,16.24378412,23.45009474,0.997150531,3.293771265,0.620692954,11.07748066,6.247762591
7.395983678,0.424714669,0.217395226,0.9,0.016153617,30.17264122,100.5795391,0.996276665,3.400125787,0.710907917,13.70404658,6.540156998
8.096920426,0.356721724,0,2.825674593,0.051868665,1,25.19856754,0.994705437,3.571585029,0.807592935,10.41448693,6.831180173
8.454342949,0.373599219,0.567681912,3.298629896,0.038648238,13.88394938,17.66404581,0.994136874,3.454102473,0.981808291,8.93257499,6.090659265
7.186805892,0.440595986,0.1555766,1.320640674,0.089750227,7.183053174,55.36455741,0.996651863,3.274222851,0.504310468,9.808336605,6.246053383
9.191782344,0.35277976,0.290325656,3.598207292,0.012,21.55855473,24.67056881,0.997823589,3.193276313,0.35220873,8.6885639,5.674854448
8.771839165,0.365893845,0.395374147,0.9,0.084356476,3.207502284,25.0254321,0.996836136,3.178277018,0.592963994,11.49535674,5.17014227
9.774657733,0.325535538,0.374182066,4.571313551,0.012,7.539272365,65.45076724,0.996363465,3.368413095,0.555769138,10.51525904,5.510302336
10.35285832,0.573377034,0.336740992,1.958088612,0.064517207,11.35029528,59.44342358,0.995952141,3.355850512,1.009943764,11.35131247,5.372735873
10.41106641,0.454750657,0,1.117476327,0.012,12.19803561,47.07367093,0.999910676,3.361586357,0.621009774,11.30685375,3.850377211
8.729864913,0.665851406,0,4.151416422,0.103397977,11.53094506,67.28335718,1.001032235,3.339190884,0.700223965,9.933457095,4.949714173
9.765331906,0.374530396,0.284916794,1.865342866,0.110009872,19.36507982,80.5980055,0.995784108,3.269448159,0.492241562,9.94951419,5.940718862
9.637627367,0.362697863,0.440375832,4.450157359,0.10692498,35.50650063,21.01374559,0.9943976,3.036502864,0.911738796,11.12031938,5.591134033
8.807089618,0.326290777,0.747410877,2.720998074,0.092615241,23.46655464,62.29074713,0.997169223,3.189074639,0.73806602,12.42859561,6.722542627
11.09352864,0.436282385,0.078199465,2.361454995,0.090089251,27.32033686,6,0.999633451,3.286718915,0.585789522,9.344416292,4.299610839
9.752856546,0.540948806,0.019689759,0.9,0.071662733,33.33314897,37.92845064,0.993909746,3.273173793,0.611920294,8.4,5.592175639
7.917558013,0.652483019,0.63115436,4.127181149,0.074811214,4.30048713,131.1192981,0.996858444,3.31326369,0.654059472,10.63407562,5.519441457
7.320836465,0.429900113,0.264595235,1.77261567,0.05391624,16.98819871,38.08023407,0.999585216,2.901839338,0.843166873,11.75089571,3.961615926
7.722985165,0.461310421,0,1.44213993,0.035196954,34.20394572,77.24723672,0.999146528,3.422529595,0.466766687,9.864018871,6.031226454
6.191795045,0.655489801,0.224159949,2.01033513,0.120928087,20.5219858,34.59369322,0.998934722,3.14421165,0.762554227,11.0550319,5.38604227
8.887466278,0.303796486,0.450977124,2.278106793,0.062864425,26.84772299,23.29817813,0.994088442,3.07079072,0.760871759,9.058471063,7.053140668
4.694797647,0.831587488,0.312082052,2.402446973,0.06181976,20.04994823,45.22978662,0.998828978,3.328748399,0.683626041,10.03549337,5.590034969
8.8555498,0.221598266,0.008347556,3.586754405,0.095508375,13.95042725,47.07418258,0.997402682,3.227781607,0.52622076,10.63168905,4.845918558
9.030444643,0.222956396,0.471456298,3.205133955,0.099516658,26.15402377,101.2541146,0.998661134,3.026907131,0.441251616,9.757134212,5.657092849
9.220931488,0.39786904,0.307357988,1.473769911,0.058685272,1.16102595,16.09773517,0.994195599,3.160451574,0.836748482,9.411239496,7.761853823
9.178551254,0.560917214,0.103766538,3.526192053,0.060373973,17.15116364,130.6826039,0.996565382,3.488545442,0.538955531,10.38569701,7.066066991
7.228027237,0.852357015,0.408846492,1.745767814,0.117231003,26.04799403,66.92243284,0.993783141,3.198853058,0.616192707,10.34366182,6.137258332
8.629031832,0.288714147,0.345038584,3.399687478,0.113813248,27.18005787,73.89993223,0.997613305,3.30028056,0.376604372,10.88081332,5.803744743
8.792482187,0.299206291,0.060384566,4.023675262,0.085604866,23.0035261,47.39933454,0.996802839,3.455971516,0.57067566,10.52541591,5.262703118
7.563137491,0.472460244,0.314247521,1.863804388,0.146569083,6.517189019,40.320589,0.99591676,3.534506996,0.69146625,11.52258639,4.436329356
8.784597508,0.68711754,0.287004624,4.041056181,0.063120204,30.61691728,122.0907921,0.996061882,3.242333636,0.904507656,12.10628194,5.213776735
7.588051553,0.477364244,0.009075121,1.243572347,0.040206353,7.843638774,45.32682175,0.997188721,3.550489486,0.488920865,11.47194358,5.463211663
8.233516191,0.648653491,0.052268083,3.077975735,0.095300665,21.02603935,55.98008874,1.00138065,3.212654774,0.568141153,9.758922457,5.187436168
7.209884893,0.740725461,0.547691453,1.734094289,0.048291475,20.80600254,28.30223614,0.997941233,3.342441764,0.401219636,12.07210924,7.08631844
7.252713141,0.458398786,0.326662513,3.010365516,0.118461127,36.90197684,40.64705591,0.995240026,3.098164976,0.5342511,10.38768077,7.085252602
7.418426146,0.567891917,0.267776411,4.214354525,0.206397379,10.32195113,30.3675231,0.998717359,3.416388012,0.971178624,11.04525645,5.345869202
9.348024224,0.726344648,0.430806472,3.254025394,0.137669908,28.10593725,91.93436086,0.997971011,3.285312426,0.683017837,11.70872061,4.976290232
8.961533014,0.457389381,0.276575134,4.341330657,0.096460677,16.36065541,6,0.998155109,3.410767217,1.024835617,10.09499383,5.813001621
8.753838287,0.81027883,0.252411932,2.932205782,0.116077374,17.82688255,31.78221376,0.997112992,3.476867406,0.484147335,10.56468459,5.07062634
10.40032856,0.255079116,0.162096998,3.07064711,0.161148403,15.18716377,28.20432379,1.000297051,3.087559449,0.33,10.89189225,5.230578865
6.541572575,0.654658609,0.318468266,1.743495214,0.027208628,25.00096243,67.8563711,0.996559501,3.596208954,0.476762006,8.797280394,5.077258702
8.240267628,0.571392803,0.223982551,3.035178285,0.028562461,30.97692621,43.7654027,0.99885539,3.36402535,0.735571702,11.03016563,5.997578265
9.438679504,0.765818172,0.309258157,3.538449796,0.083243104,30.93877395,24.21764812,1.000145655,3.304913352,0.415622477,10.55949984,5.086026009
9.783278661,0.410961856,0.184058569,0.9,0.066178608,1,6,0.998181836,3.432430104,0.730266869,9.392507986,5.597492281
8.313364906,0.320404074,0.563839309,3.775823215,0.077066796,16.15615192,53.32261245,0.992893244,3.272952353,0.542547753,9.355589141,5.409014508
11.44958267,0.642569646,0.159709293,3.346106033,0.153327628,25.54673529,48.42935274,0.995525693,3.418909425,0.724847362,11.37696151,6.14896785
10.14700964,0.431981454,0.527605472,2.817406731,0.185139321,8.665909067,103.572885,0.997120203,3.210543073,0.576126817,10.08159937,5.97856597
9.229944217,0.42509396,0.266231307,5.559252593,0.168773883,20.4389359,47.71792912,0.996973218,3.405832067,0.484778365,10.14870528,4.288525008
9.014723182,0.643707226,0.176850337,4.758013606,0.02977551,1,53.85120777,0.998722903,3.571088839,0.580364758,11.57249831,5.604924251
8.019076517,0.6860484,0.398048848,0.9,0.156960359,30.31089402,25.88970432,0.997493693,3.38738477,0.702334866,9.836540752,5.093640007
8.275145174,0.737809024,0.376869538,2.016265957,0.123786774,1,84.25681283,0.993463258,3.25515722,0.468356981,9.043283037,6.573470752
7.505324434,0.589865395,0.261835428,3.211398751,0.091082187,2.45462177,79.24031266,0.995814796,3.070798019,0.585580335,12.02229417,6.32263561
7.712600326,0.465282532,0.208320736,5.466870758,0.105442449,20.37322496,80.3593009,0.997197354,3.271120595,0.624866173,10.34667997,5.605962973
9.586510393,0.537121928,0.41369473,2.425000932,0.091167531,1,76.61068856,0.997400619,3.465192449,0.33,12.64849634,5.523294196
10.2490903,0.341615265,0.390344663,1.053565343,0.058108667,35.89599023,40.19523292,0.997157048,3.445439877,0.742170383,10.58327967,5.930753866
12.5042153,0.517503308,0.310149933,4.020152617,0.139498454,28.29144515,67.47903028,0.994589447,3.563292916,0.463835298,10.74549192,5.026892388
8.207966234,0.586688613,0.333576361,3.133683414,0.16341635,20.61896181,38.43618063,0.998566234,3.49475134,0.45006075,11.059613,6.202268193
7.801550553,0.774154168,0.241744611,2.715859269,0.079320864,16.03788111,10.40546767,0.994028822,3.557283196,0.514582983,9.366488427,3.897010466
7.207143327,0.290908446,0.590842031,3.962574953,0.055078538,39.43575391,78.76328663,0.996133614,2.925238783,1.046479599,8.942160784,4.30724877
10.10003089,0.964681857,0.540633529,3.333876795,0.115458834,24.80178253,71.43299459,0.997277381,3.327200436,0.647538871,9.619507494,5.409357899
5.372036397,0.510211848,0.078396938,0.982823959,0.095933314,30.43548424,76.6761151,0.99378262,3.158328006,0.817616126,9.37597815,5.454615647
9.277330958,0.354429041,0.291502878,0.9,0.059162992,19.21989105,6,0.997578002,3.308081385,0.751799746,10.66160115,6.737660637
